Cod,cep,municipio,nivel,sigla,total,em_territorio_quilombola,fora_territorio_quilombola
3154150,Reduto,Reduto,MU,MG,0,0,0
3154200,Resende Costa,Resende Costa,MU,MG,317,0,317
3154309,Resplendor,Resplendor,MU,MG,0,0,0
3154408,Ressaquinha,Ressaquinha,MU,MG,187,0,187
3154457,Riachinho,Riachinho,MU,MG,0,0,0
3154507,Riacho dos Machados,Riacho dos Machados,MU,MG,497,0,497
3154606,Ribeirão das Neves,Ribeirão das Neves,MU,MG,600,0,600
3154705,Ribeirão Vermelho,Ribeirão Vermelho,MU,MG,0,0,0
3154804,Rio Acima,Rio Acima,MU,MG,0,0,0
3154903,Rio Casca,Rio Casca,MU,MG,0,0,0
3155009,Rio Doce,Rio Doce,MU,MG,0,0,0
3155108,Rio do Prado,Rio do Prado,MU,MG,6,0,6
3155207,Rio Espera,Rio Espera,MU,MG,292,0,292
3155306,Rio Manso,Rio Manso,MU,MG,1,0,1
3155405,Rio Novo,Rio Novo,MU,MG,0,0,0
3155504,Rio Paranaíba,Rio Paranaíba,MU,MG,0,0,0
3155603,Rio Pardo de Minas,Rio Pardo de Minas,MU,MG,213,0,213
3155702,Rio Piracicaba,Rio Piracicaba,MU,MG,1070,0,1070
3155801,Rio Pomba,Rio Pomba,MU,MG,0,0,0
3155900,Rio Preto,Rio Preto,MU,MG,0,0,0
3156007,Rio Vermelho,Rio Vermelho,MU,MG,4,0,4
3156106,Ritápolis,Ritápolis,MU,MG,0,0,0
3156205,Rochedo de Minas,Rochedo de Minas,MU,MG,0,0,0
3156304,Rodeiro,Rodeiro,MU,MG,0,0,0
3156403,Romaria,Romaria,MU,MG,0,0,0
3156452,Rosário da Limeira,Rosário da Limeira,MU,MG,0,0,0
3156502,Rubelita,Rubelita,MU,MG,56,0,56
3156601,Rubim,Rubim,MU,MG,0,0,0
3156700,Sabará,Sabará,MU,MG,0,0,0
3156809,Sabinópolis,Sabinópolis,MU,MG,1864,0,1864
3156908,Sacramento,Sacramento,MU,MG,3,0,3
3157005,Salinas,Salinas,MU,MG,1943,0,1943
3157104,Salto da Divisa,Salto da Divisa,MU,MG,37,0,37
3157203,Santa Bárbara,Santa Bárbara,MU,MG,23,0,23
3157252,Santa Bárbara do Leste,Santa Bárbara do Leste,MU,MG,0,0,0
3157278,Santa Bárbara do Monte Verde,Santa Bárbara do Monte Verde,MU,MG,0,0,0
3157302,Santa Bárbara do Tugúrio,Santa Bárbara do Tugúrio,MU,MG,0,0,0
3157336,Santa Cruz de Minas,Santa Cruz de Minas,MU,MG,0,0,0
3157377,Santa Cruz de Salinas,Santa Cruz de Salinas,MU,MG,0,0,0
3157401,Santa Cruz do Escalvado,Santa Cruz do Escalvado,MU,MG,0,0,0
3157500,Santa Efigênia de Minas,Santa Efigênia de Minas,MU,MG,1,0,1
3157609,Santa Fé de Minas,Santa Fé de Minas,MU,MG,133,0,133
3157658,Santa Helena de Minas,Santa Helena de Minas,MU,MG,510,0,510
3157708,Santa Juliana,Santa Juliana,MU,MG,0,0,0
3157807,Santa Luzia,Santa Luzia,MU,MG,1607,0,1607
3157906,Santa Margarida,Santa Margarida,MU,MG,0,0,0
3158003,Santa Maria de Itabira,Santa Maria de Itabira,MU,MG,1408,0,1408
3158102,Santa Maria do Salto,Santa Maria do Salto,MU,MG,0,0,0
3158201,Santa Maria do Suaçuí,Santa Maria do Suaçuí,MU,MG,0,0,0
3158300,Santana da Vargem,Santana da Vargem,MU,MG,0,0,0
3158409,Santana de Cataguases,Santana de Cataguases,MU,MG,0,0,0
3158508,Santana de Pirapama,Santana de Pirapama,MU,MG,0,0,0
3158607,Santana do Deserto,Santana do Deserto,MU,MG,0,0,0
3158706,Santana do Garambéu,Santana do Garambéu,MU,MG,0,0,0
3158805,Santana do Jacaré,Santana do Jacaré,MU,MG,0,0,0
3158904,Santana do Manhuaçu,Santana do Manhuaçu,MU,MG,0,0,0
3158953,Santana do Paraíso,Santana do Paraíso,MU,MG,31,0,31
3159001,Santana do Riacho,Santana do Riacho,MU,MG,0,0,0
3159100,Santana dos Montes,Santana dos Montes,MU,MG,0,0,0
3159209,Santa Rita de Caldas,Santa Rita de Caldas,MU,MG,0,0,0
3159308,Santa Rita de Jacutinga,Santa Rita de Jacutinga,MU,MG,7,0,7
3159357,Santa Rita de Minas,Santa Rita de Minas,MU,MG,0,0,0
3159407,Santa Rita de Ibitipoca,Santa Rita de Ibitipoca,MU,MG,3,0,3
3159506,Santa Rita do Itueto,Santa Rita do Itueto,MU,MG,0,0,0
3159605,Santa Rita do Sapucaí,Santa Rita do Sapucaí,MU,MG,43,0,43
3159704,Santa Rosa da Serra,Santa Rosa da Serra,MU,MG,9,0,9
3159803,Santa Vitória,Santa Vitória,MU,MG,0,0,0
3159902,Santo Antônio do Amparo,Santo Antônio do Amparo,MU,MG,69,0,69
3160009,Santo Antônio do Aventureiro,Santo Antônio do Aventureiro,MU,MG,0,0,0
3160108,Santo Antônio do Grama,Santo Antônio do Grama,MU,MG,0,0,0
3160207,Santo Antônio do Itambé,Santo Antônio do Itambé,MU,MG,990,0,990
3160306,Santo Antônio do Jacinto,Santo Antônio do Jacinto,MU,MG,0,0,0
3160405,Santo Antônio do Monte,Santo Antônio do Monte,MU,MG,1,0,1
3160454,Santo Antônio do Retiro,Santo Antônio do Retiro,MU,MG,0,0,0
3160504,Santo Antônio do Rio Abaixo,Santo Antônio do Rio Abaixo,MU,MG,0,0,0
3160603,Santo Hipólito,Santo Hipólito,MU,MG,0,0,0
3160702,Santos Dumont,Santos Dumont,MU,MG,312,0,312
3160801,São Bento Abade,São Bento Abade,MU,MG,0,0,0
3160900,São Brás do Suaçuí,São Brás do Suaçuí,MU,MG,8,0,8
3160959,São Domingos das Dores,São Domingos das Dores,MU,MG,0,0,0
3161007,São Domingos do Prata,São Domingos do Prata,MU,MG,204,0,204
3161056,São Félix de Minas,São Félix de Minas,MU,MG,0,0,0
3161106,São Francisco,São Francisco,MU,MG,5422,0,5422
3161205,São Francisco de Paula,São Francisco de Paula,MU,MG,4,0,4
3161304,São Francisco de Sales,São Francisco de Sales,MU,MG,0,0,0
3161403,São Francisco do Glória,São Francisco do Glória,MU,MG,1,0,1
3161502,São Geraldo,São Geraldo,MU,MG,0,0,0
3161601,São Geraldo da Piedade,São Geraldo da Piedade,MU,MG,3,0,3
3161650,São Geraldo do Baixio,São Geraldo do Baixio,MU,MG,0,0,0
3161700,São Gonçalo do Abaeté,São Gonçalo do Abaeté,MU,MG,0,0,0
3161809,São Gonçalo do Pará,São Gonçalo do Pará,MU,MG,16,0,16
3161908,São Gonçalo do Rio Abaixo,São Gonçalo do Rio Abaixo,MU,MG,554,0,554
3162005,São Gonçalo do Sapucaí,São Gonçalo do Sapucaí,MU,MG,0,0,0
3162104,São Gotardo,São Gotardo,MU,MG,7,0,7
3162203,São João Batista do Glória,São João Batista do Glória,MU,MG,0,0,0
3162252,São João da Lagoa,São João da Lagoa,MU,MG,38,0,38
3162302,São João da Mata,São João da Mata,MU,MG,0,0,0
3162401,São João da Ponte,São João da Ponte,MU,MG,1527,630,897
3162450,São João das Missões,São João das Missões,MU,MG,0,0,0
3162500,São João del Rei,São João del Rei,MU,MG,195,0,195
3162559,São João do Manhuaçu,São João do Manhuaçu,MU,MG,7,0,7
3162575,São João do Manteninha,São João do Manteninha,MU,MG,0,0,0
3162609,São João do Oriente,São João do Oriente,MU,MG,0,0,0
3162658,São João do Pacuí,São João do Pacuí,MU,MG,0,0,0
3162708,São João do Paraíso,São João do Paraíso,MU,MG,0,0,0
3162807,São João Evangelista,São João Evangelista,MU,MG,212,0,212
3162906,São João Nepomuceno,São João Nepomuceno,MU,MG,76,0,76
3162922,São Joaquim de Bicas,São Joaquim de Bicas,MU,MG,0,0,0
3162948,São José da Barra,São José da Barra,MU,MG,0,0,0
3162955,São José da Lapa,São José da Lapa,MU,MG,0,0,0
3163003,São José da Safira,São José da Safira,MU,MG,0,0,0
3163102,São José da Varginha,São José da Varginha,MU,MG,0,0,0
3163201,São José do Alegre,São José do Alegre,MU,MG,0,0,0
3163300,São José do Divino,São José do Divino,MU,MG,0,0,0
3163409,São José do Goiabal,São José do Goiabal,MU,MG,0,0,0
3163508,São José do Jacuri,São José do Jacuri,MU,MG,6,0,6
3163607,São José do Mantimento,São José do Mantimento,MU,MG,0,0,0
3163706,São Lourenço,São Lourenço,MU,MG,0,0,0
3163805,São Miguel do Anta,São Miguel do Anta,MU,MG,0,0,0
3163904,São Pedro da União,São Pedro da União,MU,MG,0,0,0
3164001,São Pedro dos Ferros,São Pedro dos Ferros,MU,MG,0,0,0
3164100,São Pedro do Suaçuí,São Pedro do Suaçuí,MU,MG,93,0,93
3164209,São Romão,São Romão,MU,MG,484,0,484
3164308,São Roque de Minas,São Roque de Minas,MU,MG,0,0,0
3164407,São Sebastião da Bela Vista,São Sebastião da Bela Vista,MU,MG,0,0,0
3164431,São Sebastião da Vargem Alegre,São Sebastião da Vargem Alegre,MU,MG,0,0,0
3164472,São Sebastião do Anta,São Sebastião do Anta,MU,MG,0,0,0
3164506,São Sebastião do Maranhão,São Sebastião do Maranhão,MU,MG,0,0,0
3164605,São Sebastião do Oeste,São Sebastião do Oeste,MU,MG,0,0,0
3164704,São Sebastião do Paraíso,São Sebastião do Paraíso,MU,MG,20,0,20
3164803,São Sebastião do Rio Preto,São Sebastião do Rio Preto,MU,MG,0,0,0
3164902,São Sebastião do Rio Verde,São Sebastião do Rio Verde,MU,MG,0,0,0
3165008,São Tiago,São Tiago,MU,MG,79,0,79
3165107,São Tomás de Aquino,São Tomás de Aquino,MU,MG,0,0,0
3165206,São Tomé das Letras,São Tomé das Letras,MU,MG,0,0,0
3165305,São Vicente de Minas,São Vicente de Minas,MU,MG,0,0,0
3165404,Sapucaí-Mirim,Sapucaí-Mirim,MU,MG,0,0,0
3165503,Sardoá,Sardoá,MU,MG,0,0,0
3165537,Sarzedo,Sarzedo,MU,MG,0,0,0
3165552,Setubinha,Setubinha,MU,MG,650,0,650
3165560,Sem-Peixe,Sem-Peixe,MU,MG,0,0,0
3165578,Senador Amaral,Senador Amaral,MU,MG,0,0,0
3165602,Senador Cortes,Senador Cortes,MU,MG,0,0,0
3165701,Senador Firmino,Senador Firmino,MU,MG,0,0,0
3165800,Senador José Bento,Senador José Bento,MU,MG,0,0,0
3165909,Senador Modestino Gonçalves,Senador Modestino Gonçalves,MU,MG,4,0,4
3166006,Senhora de Oliveira,Senhora de Oliveira,MU,MG,0,0,0
3166105,Senhora do Porto,Senhora do Porto,MU,MG,77,0,77
3166204,Senhora dos Remédios,Senhora dos Remédios,MU,MG,0,0,0
3166303,Sericita,Sericita,MU,MG,0,0,0
3166402,Seritinga,Seritinga,MU,MG,0,0,0
3166501,Serra Azul de Minas,Serra Azul de Minas,MU,MG,28,0,28
3166600,Serra da Saudade,Serra da Saudade,MU,MG,0,0,0
3166709,Serra dos Aimorés,Serra dos Aimorés,MU,MG,0,0,0
3166808,Serra do Salitre,Serra do Salitre,MU,MG,33,0,33
3166907,Serrania,Serrania,MU,MG,0,0,0
3166956,Serranópolis de Minas,Serranópolis de Minas,MU,MG,499,0,499
3167004,Serranos,Serranos,MU,MG,0,0,0
3167103,Serro,Serro,MU,MG,1879,275,1604
3167202,Sete Lagoas,Sete Lagoas,MU,MG,7,0,7
3167301,Silveirânia,Silveirânia,MU,MG,0,0,0
3167400,Silvianópolis,Silvianópolis,MU,MG,0,0,0
3167509,Simão Pereira,Simão Pereira,MU,MG,0,0,0
3167608,Simonésia,Simonésia,MU,MG,103,0,103
3167707,Sobrália,Sobrália,MU,MG,0,0,0
3167806,Soledade de Minas,Soledade de Minas,MU,MG,0,0,0
3167905,Tabuleiro,Tabuleiro,MU,MG,254,0,254
3168002,Taiobeiras,Taiobeiras,MU,MG,0,0,0
3168051,Taparuba,Taparuba,MU,MG,0,0,0
3168101,Tapira,Tapira,MU,MG,0,0,0
3168200,Tapiraí,Tapiraí,MU,MG,0,0,0
3168309,Taquaraçu de Minas,Taquaraçu de Minas,MU,MG,0,0,0
3168408,Tarumirim,Tarumirim,MU,MG,0,0,0
3168507,Teixeiras,Teixeiras,MU,MG,0,0,0
3168606,Teófilo Otoni,Teófilo Otoni,MU,MG,439,0,439
3168705,Timóteo,Timóteo,MU,MG,0,0,0
3168804,Tiradentes,Tiradentes,MU,MG,0,0,0
3168903,Tiros,Tiros,MU,MG,23,0,23
3169000,Tocantins,Tocantins,MU,MG,0,0,0
3169059,Tocos do Moji,Tocos do Moji,MU,MG,0,0,0
3169109,Toledo,Toledo,MU,MG,0,0,0
3169208,Tombos,Tombos,MU,MG,0,0,0
3169307,Três Corações,Três Corações,MU,MG,302,0,302
3169356,Três Marias,Três Marias,MU,MG,58,0,58
3169406,Três Pontas,Três Pontas,MU,MG,449,0,449
3169505,Tumiritinga,Tumiritinga,MU,MG,0,0,0
3169604,Tupaciguara,Tupaciguara,MU,MG,0,0,0
3169703,Turmalina,Turmalina,MU,MG,0,0,0
3169802,Turvolândia,Turvolândia,MU,MG,0,0,0
3169901,Ubá,Ubá,MU,MG,735,0,735
3170008,Ubaí,Ubaí,MU,MG,724,0,724
3170057,Ubaporanga,Ubaporanga,MU,MG,0,0,0
3170107,Uberaba,Uberaba,MU,MG,1,0,1
3170206,Uberlândia,Uberlândia,MU,MG,55,0,55
3170305,Umburatiba,Umburatiba,MU,MG,0,0,0
3170404,Unaí,Unaí,MU,MG,24,0,24
3170438,União de Minas,União de Minas,MU,MG,0,0,0
3170479,Uruana de Minas,Uruana de Minas,MU,MG,0,0,0
3170503,Urucânia,Urucânia,MU,MG,2,0,2
3170529,Urucuia,Urucuia,MU,MG,59,0,59
3170578,Vargem Alegre,Vargem Alegre,MU,MG,0,0,0
3170602,Vargem Bonita,Vargem Bonita,MU,MG,0,0,0
3170651,Vargem Grande do Rio Pardo,Vargem Grande do Rio Pardo,MU,MG,0,0,0
3170701,Varginha,Varginha,MU,MG,0,0,0
3170750,Varjão de Minas,Varjão de Minas,MU,MG,79,0,79
3170800,Várzea da Palma,Várzea da Palma,MU,MG,0,0,0
3170909,Varzelândia,Varzelândia,MU,MG,1990,1293,697
3171006,Vazante,Vazante,MU,MG,883,0,883
3171030,Verdelândia,Verdelândia,MU,MG,625,61,564
3171071,Veredinha,Veredinha,MU,MG,188,0,188
3171105,Veríssimo,Veríssimo,MU,MG,3,0,3
3171154,Vermelho Novo,Vermelho Novo,MU,MG,0,0,0
3171204,Vespasiano,Vespasiano,MU,MG,0,0,0
3171303,Viçosa,Viçosa,MU,MG,537,0,537
3171402,Vieiras,Vieiras,MU,MG,0,0,0
3171501,Mathias Lobato,Mathias Lobato,MU,MG,0,0,0
3171600,Virgem da Lapa,Virgem da Lapa,MU,MG,3313,0,3313
3171709,Virgínia,Virgínia,MU,MG,0,0,0
3171808,Virginópolis,Virginópolis,MU,MG,0,0,0
3171907,Virgolândia,Virgolândia,MU,MG,120,0,120
3172004,Visconde do Rio Branco,Visconde do Rio Branco,MU,MG,83,0,83
3172103,Volta Grande,Volta Grande,MU,MG,0,0,0
3172202,Wenceslau Braz,Wenceslau Braz,MU,MG,0,0,0
3200102,Afonso Cláudio,Afonso Cláudio,MU,ES,0,0,0
3200136,Águia Branca,Águia Branca,MU,ES,0,0,0
3200169,Água Doce do Norte,Água Doce do Norte,MU,ES,0,0,0
3200201,Alegre,Alegre,MU,ES,6,0,6
3200300,Alfredo Chaves,Alfredo Chaves,MU,ES,0,0,0
3200359,Alto Rio Novo,Alto Rio Novo,MU,ES,0,0,0
3200409,Anchieta,Anchieta,MU,ES,0,0,0
3200508,Apiacá,Apiacá,MU,ES,0,0,0
3200607,Aracruz,Aracruz,MU,ES,0,0,0
3200706,Atílio Vivácqua,Atílio Vivácqua,MU,ES,0,0,0
3200805,Baixo Guandu,Baixo Guandu,MU,ES,0,0,0
3200904,Barra de São Francisco,Barra de São Francisco,MU,ES,0,0,0
3201001,Boa Esperança,Boa Esperança,MU,ES,0,0,0
3201100,Bom Jesus do Norte,Bom Jesus do Norte,MU,ES,0,0,0
3201159,Brejetuba,Brejetuba,MU,ES,0,0,0
3201209,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,MU,ES,589,566,23
3201308,Cariacica,Cariacica,MU,ES,0,0,0
3201407,Castelo,Castelo,MU,ES,0,0,0
3201506,Colatina,Colatina,MU,ES,0,0,0
3201605,Conceição da Barra,Conceição da Barra,MU,ES,4047,754,3293
3201704,Conceição do Castelo,Conceição do Castelo,MU,ES,0,0,0
3201803,Divino de São Lourenço,Divino de São Lourenço,MU,ES,17,0,17
3201902,Domingos Martins,Domingos Martins,MU,ES,0,0,0
3202009,Dores do Rio Preto,Dores do Rio Preto,MU,ES,0,0,0
3202108,Ecoporanga,Ecoporanga,MU,ES,0,0,0
3202207,Fundão,Fundão,MU,ES,20,0,0
3202256,Governador Lindenberg,Governador Lindenberg,MU,ES,0,0,0
3202306,Guaçuí,Guaçuí,MU,ES,91,0,91
3202405,Guarapari,Guarapari,MU,ES,134,0,134
3202454,Ibatiba,Ibatiba,MU,ES,0,0,0
3202504,Ibiraçu,Ibiraçu,MU,ES,96,0,0
3202553,Ibitirama,Ibitirama,MU,ES,0,0,0
3202603,Iconha,Iconha,MU,ES,2,0,2
3202652,Irupi,Irupi,MU,ES,0,0,0
3202702,Itaguaçu,Itaguaçu,MU,ES,0,0,0
3202801,Itapemirim,Itapemirim,MU,ES,1605,0,1605
3202900,Itarana,Itarana,MU,ES,0,0,0
3203007,Iúna,Iúna,MU,ES,0,0,0
3203056,Jaguaré,Jaguaré,MU,ES,225,0,225
3203106,Jerônimo Monteiro,Jerônimo Monteiro,MU,ES,52,0,52
3203130,João Neiva,João Neiva,MU,ES,0,0,0
3203163,Laranja da Terra,Laranja da Terra,MU,ES,261,0,261
3203205,Linhares,Linhares,MU,ES,445,0,445
3203304,Mantenópolis,Mantenópolis,MU,ES,0,0,0
3203320,Marataízes,Marataízes,MU,ES,11,0,11
3203346,Marechal Floriano,Marechal Floriano,MU,ES,0,0,0
3203353,Marilândia,Marilândia,MU,ES,0,0,0
3203403,Mimoso do Sul,Mimoso do Sul,MU,ES,0,0,0
3203502,Montanha,Montanha,MU,ES,27,0,27
3203601,Mucurici,Mucurici,MU,ES,0,0,0
3203700,Muniz Freire,Muniz Freire,MU,ES,14,0,14
3203809,Muqui,Muqui,MU,ES,4,0,4
3203908,Nova Venécia,Nova Venécia,MU,ES,0,0,0
3204005,Pancas,Pancas,MU,ES,0,0,0
3204054,Pedro Canário,Pedro Canário,MU,ES,125,0,125
3204104,Pinheiros,Pinheiros,MU,ES,0,0,0
3204203,Piúma,Piúma,MU,ES,0,0,0
3204252,Ponto Belo,Ponto Belo,MU,ES,0,0,0
3204302,Presidente Kennedy,Presidente Kennedy,MU,ES,875,0,875
3204351,Rio Bananal,Rio Bananal,MU,ES,0,0,0
3204401,Rio Novo do Sul,Rio Novo do Sul,MU,ES,0,0,0
3204500,Santa Leopoldina,Santa Leopoldina,MU,ES,252,252,0
3204559,Santa Maria de Jetibá,Santa Maria de Jetibá,MU,ES,0,0,0
3204609,Santa Teresa,Santa Teresa,MU,ES,1,0,1
3204658,São Domingos do Norte,São Domingos do Norte,MU,ES,0,0,0
3204708,São Gabriel da Palha,São Gabriel da Palha,MU,ES,0,0,0
3204807,São José do Calçado,São José do Calçado,MU,ES,0,0,0
3204906,São Mateus,São Mateus,MU,ES,6292,1142,5150
3204955,São Roque do Canaã,São Roque do Canaã,MU,ES,0,0,0
3205002,Serra,Serra,MU,ES,0,0,0
3205010,Sooretama,Sooretama,MU,ES,5,0,5
3205036,Vargem Alta,Vargem Alta,MU,ES,444,0,444
3205069,Venda Nova do Imigrante,Venda Nova do Imigrante,MU,ES,0,0,0
3205101,Viana,Viana,MU,ES,19,0,19
3205150,Vila Pavão,Vila Pavão,MU,ES,0,0,0
3205176,Vila Valério,Vila Valério,MU,ES,0,0,0
3205200,Vila Velha,Vila Velha,MU,ES,0,0,0
3205309,Vitória,Vitória,MU,ES,0,0,0
3300100,Angra dos Reis,Angra dos Reis,MU,RJ,854,335,519
3300159,Aperibé,Aperibé,MU,RJ,0,0,0
3300209,Araruama,Araruama,MU,RJ,994,92,902
3300225,Areal,Areal,MU,RJ,358,347,11
3300233,Armação dos Búzios,Armação dos Búzios,MU,RJ,1777,274,1503
3300258,Arraial do Cabo,Arraial do Cabo,MU,RJ,0,0,0
3300308,Barra do Piraí,Barra do Piraí,MU,RJ,0,0,0
3300407,Barra Mansa,Barra Mansa,MU,RJ,4,0,4
3300456,Belford Roxo,Belford Roxo,MU,RJ,134,0,134
3300506,Bom Jardim,Bom Jardim,MU,RJ,0,0,0
3300605,Bom Jesus do Itabapoana,Bom Jesus do Itabapoana,MU,RJ,0,0,0
3300704,Cabo Frio,Cabo Frio,MU,RJ,3189,835,2354
3300803,Cachoeiras de Macacu,Cachoeiras de Macacu,MU,RJ,0,0,0
3300902,Cambuci,Cambuci,MU,RJ,0,0,0
3300936,Carapebus,Carapebus,MU,RJ,129,0,129
3300951,Comendador Levy Gasparian,Comendador Levy Gasparian,MU,RJ,0,0,0
3301009,Campos dos Goytacazes,Campos dos Goytacazes,MU,RJ,3083,0,3083
3301108,Cantagalo,Cantagalo,MU,RJ,0,0,0
3301157,Cardoso Moreira,Cardoso Moreira,MU,RJ,0,0,0
3301207,Carmo,Carmo,MU,RJ,86,0,86
3301306,Casimiro de Abreu,Casimiro de Abreu,MU,RJ,0,0,0
3301405,Conceição de Macabu,Conceição de Macabu,MU,RJ,0,0,0
3301504,Cordeiro,Cordeiro,MU,RJ,0,0,0
3301603,Duas Barras,Duas Barras,MU,RJ,6,0,6
3301702,Duque de Caxias,Duque de Caxias,MU,RJ,0,0,0
3301801,Engenheiro Paulo de Frontin,Engenheiro Paulo de Frontin,MU,RJ,0,0,0
3301850,Guapimirim,Guapimirim,MU,RJ,28,0,28
3301876,Iguaba Grande,Iguaba Grande,MU,RJ,0,0,0
3301900,Itaboraí,Itaboraí,MU,RJ,5,0,5
3302007,Itaguaí,Itaguaí,MU,RJ,0,0,0
3302056,Italva,Italva,MU,RJ,0,0,0
3302106,Itaocara,Itaocara,MU,RJ,4,0,4
3302205,Itaperuna,Itaperuna,MU,RJ,0,0,0
3302254,Itatiaia,Itatiaia,MU,RJ,0,0,0
3302270,Japeri,Japeri,MU,RJ,0,0,0
3302304,Laje do Muriaé,Laje do Muriaé,MU,RJ,0,0,0
3302403,Macaé,Macaé,MU,RJ,0,0,0
3302452,Macuco,Macuco,MU,RJ,0,0,0
3302502,Magé,Magé,MU,RJ,2209,0,2209
3302601,Mangaratiba,Mangaratiba,MU,RJ,929,339,590
3302700,Maricá,Maricá,MU,RJ,0,0,0
3302809,Mendes,Mendes,MU,RJ,0,0,0
3302858,Mesquita,Mesquita,MU,RJ,25,0,25
3302908,Miguel Pereira,Miguel Pereira,MU,RJ,0,0,0
3303005,Miracema,Miracema,MU,RJ,0,0,0
3303104,Natividade,Natividade,MU,RJ,145,136,9
3303203,Nilópolis,Nilópolis,MU,RJ,0,0,0
3303302,Niterói,Niterói,MU,RJ,189,0,189
3303401,Nova Friburgo,Nova Friburgo,MU,RJ,0,0,0
3303500,Nova Iguaçu,Nova Iguaçu,MU,RJ,107,0,107
3303609,Paracambi,Paracambi,MU,RJ,0,0,0
3303708,Paraíba do Sul,Paraíba do Sul,MU,RJ,7,0,7
3303807,Paraty,Paraty,MU,RJ,767,640,127
3303856,Paty do Alferes,Paty do Alferes,MU,RJ,31,0,31
3303906,Petrópolis,Petrópolis,MU,RJ,61,46,15
3303955,Pinheiral,Pinheiral,MU,RJ,0,0,0
3304003,Piraí,Piraí,MU,RJ,0,0,0
3304102,Porciúncula,Porciúncula,MU,RJ,0,0,0
3304110,Porto Real,Porto Real,MU,RJ,0,0,0
3304128,Quatis,Quatis,MU,RJ,318,79,239
3304144,Queimados,Queimados,MU,RJ,0,0,0
3304151,Quissamã,Quissamã,MU,RJ,993,0,993
3304201,Resende,Resende,MU,RJ,0,0,0
3304300,Rio Bonito,Rio Bonito,MU,RJ,0,0,0
3304409,Rio Claro,Rio Claro,MU,RJ,148,40,108
3304508,Rio das Flores,Rio das Flores,MU,RJ,0,0,0
3304524,Rio das Ostras,Rio das Ostras,MU,RJ,0,0,0
3304557,Rio de Janeiro,Rio de Janeiro,MU,RJ,2866,29,2837
3304607,Santa Maria Madalena,Santa Maria Madalena,MU,RJ,59,0,59
3304706,Santo Antônio de Pádua,Santo Antônio de Pádua,MU,RJ,0,0,0
3304755,São Francisco de Itabapoana,São Francisco de Itabapoana,MU,RJ,338,0,338
3304805,São Fidélis,São Fidélis,MU,RJ,79,3,76
3304904,São Gonçalo,São Gonçalo,MU,RJ,0,0,0
3305000,São João da Barra,São João da Barra,MU,RJ,0,0,0
3305109,São João de Meriti,São João de Meriti,MU,RJ,0,0,0
3305133,São José de Ubá,São José de Ubá,MU,RJ,0,0,0
3305158,São José do Vale do Rio Preto,São José do Vale do Rio Preto,MU,RJ,0,0,0
3305208,São Pedro da Aldeia,São Pedro da Aldeia,MU,RJ,336,189,147
3305307,São Sebastião do Alto,São Sebastião do Alto,MU,RJ,4,0,4
3305406,Sapucaia,Sapucaia,MU,RJ,1,0,1
3305505,Saquarema,Saquarema,MU,RJ,0,0,0
3305554,Seropédica,Seropédica,MU,RJ,0,0,0
3305604,Silva Jardim,Silva Jardim,MU,RJ,8,0,8
3305703,Sumidouro,Sumidouro,MU,RJ,0,0,0
3305752,Tanguá,Tanguá,MU,RJ,0,0,0
3305802,Teresópolis,Teresópolis,MU,RJ,0,0,0
3305901,Trajano de Moraes,Trajano de Moraes,MU,RJ,0,0,0
3306008,Três Rios,Três Rios,MU,RJ,0,0,0
3306107,Valença,Valença,MU,RJ,170,116,54
3306156,Varre-Sai,Varre-Sai,MU,RJ,0,0,0
3306206,Vassouras,Vassouras,MU,RJ,0,0,0
3306305,Volta Redonda,Volta Redonda,MU,RJ,6,0,6
3500105,Adamantina,Adamantina,MU,SP,0,0,0
3500204,Adolfo,Adolfo,MU,SP,0,0,0
3500303,Aguaí,Aguaí,MU,SP,0,0,0
3500402,Águas da Prata,Águas da Prata,MU,SP,0,0,0
3500501,Águas de Lindóia,Águas de Lindóia,MU,SP,0,0,0
3500550,Águas de Santa Bárbara,Águas de Santa Bárbara,MU,SP,0,0,0
3500600,Águas de São Pedro,Águas de São Pedro,MU,SP,0,0,0
3500709,Agudos,Agudos,MU,SP,275,0,275
3500758,Alambari,Alambari,MU,SP,0,0,0
3500808,Alfredo Marcondes,Alfredo Marcondes,MU,SP,0,0,0
3500907,Altair,Altair,MU,SP,0,0,0
3501004,Altinópolis,Altinópolis,MU,SP,0,0,0
3501103,Alto Alegre,Alto Alegre,MU,SP,0,0,0
3501152,Alumínio,Alumínio,MU,SP,0,0,0
3501202,Álvares Florence,Álvares Florence,MU,SP,0,0,0
3501301,Álvares Machado,Álvares Machado,MU,SP,0,0,0
3501400,Álvaro de Carvalho,Álvaro de Carvalho,MU,SP,0,0,0
3501509,Alvinlândia,Alvinlândia,MU,SP,0,0,0
3501608,Americana,Americana,MU,SP,0,0,0
3501707,Américo Brasiliense,Américo Brasiliense,MU,SP,0,0,0
3501806,Américo de Campos,Américo de Campos,MU,SP,0,0,0
3501905,Amparo,Amparo,MU,SP,0,0,0
3502002,Analândia,Analândia,MU,SP,0,0,0
3502101,Andradina,Andradina,MU,SP,0,0,0
3502200,Angatuba,Angatuba,MU,SP,0,0,0
3502309,Anhembi,Anhembi,MU,SP,0,0,0
3502408,Anhumas,Anhumas,MU,SP,0,0,0
3502507,Aparecida,Aparecida,MU,SP,0,0,0
