,latitude,longitude,title,content,image,image_desc
95,53.35342,-2.942963,Liverpool,,../images/unknown_place.png,Unknown Photo
96,50.153641,8.661389,Ludwig Richter Schule,"<p>Free learning was the focus here. The director Walter H&uuml;sken, co-founder of the Radical Democratic Party, was one of the first teachers to be fired by the National Socialists in <strong>April 1933</strong>.</p>",../images/unknown_place.png,Unknown Photo
98,40.750915,-73.989331,Macy's Herald Square,"<p>Its flagship store is located at Herald Square in Manhattan.<sup data-footnote-id=""maoue""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""maoue"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Robert M. Grippo,&nbsp;<em>Macy&#39;s: the store, the star, the story</em>,&nbsp;Garden City Park, NY:&nbsp;Square One, 2009. Zie ook:&nbsp; <a href=""https://en.wikipedia.org/wiki/Macy%27s"">https://en.wikipedia.org/wiki/Macy%27s</a> (geraadpleegd 28 november 2023).</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
99,43.300946,5.362272,Marseille,"<p>&nbsp;</p>

<div>
<div>&nbsp;</div>
</div>",../images/unknown_place.png,Unknown Photo
27,48.256334,14.50102,Mauthausen Concentration Camp,"<p>Mauthausen concentration camp was used by the Nazis as a punishment camp for political prisoners, resistance fighters and Jews.<sup data-footnote-id=""64h4a""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> They had to work under harsh conditions in a quarry, mining granite. Through sub-camps, prisoners were put to work in other factories. Of the nearly 200,000 prisoners, 95,000 perished. It was liberated by the US army on <strong>5 May 1945</strong>.</p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""64h4a"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie:&nbsp;<a href=""https://en.wikipedia.org/wiki/Mauthausen_concentration_camp"" target=""_blank"">https://en.wikipedia.org/wiki/Mauthausen_concentration_camp</a> (geraadpleegd 28 november 2023).</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
78,48.256667,14.497222,Mauthausen camp - Sanitätslager,"<p>As with most Nazi concentration camps, the living and working conditions for the prisoners were very poor. In the <strong>spring of 1944</strong>, there were 9,000 prisoners in the main camp, almost half of whom languished without care in the <em>Sanit&auml;tslager</em>. At the end of <strong>January 1945</strong>, most of the prisoners from Auschwitz concentration camp came to the <em>Sanit&auml;tslager</em>, followed in <strong>February</strong> by prisoners from Gro&szlig;-Rosen and Sachsenhausen. The arrival of evacuated prisoners from the Vienna camps and the Lower Danube in <strong>April</strong> made the situation even worse.<sup data-footnote-id=""dxbg6""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""dxbg6"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie: <a href=""https://de.wikipedia.org/wiki/KZ_Mauthausen#Errichtung_des_Lagers_2"">https://de.wikipedia.org/wiki/KZ_Mauthausen#Errichtung_des_Lagers_2</a> (geraadpleegd 28 november 2023).</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
79,48.22225,15.325917,Melk camp,"<p style=""text-align:start"">As the Soviet army approached Auschwitz<strong> in mid-January 1945</strong>, Peter van Pels was sent on one of the many death marches used to clear the camp. On <strong>25 January 1945</strong>, Peter van Pels arrived at Mauthausen camp. After several days of quarantine, Peter was transported to Melk camp on <strong>29 January 1945</strong>.<sup data-footnote-id=""u9q1l""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<h1><strong>Mauthausen</strong></h1>

<p>Melk camp was one of the sub-camps of Mauthausen concentration camp.<sup data-footnote-id=""yjpqz""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup> Mauthausen had been established in <strong>1938</strong> as a camp for male prisoners. They had to perform extremely hard forced labour in the area&#39;s stone quarries. The camp was run by camp commander and <em>ss-Standartenf&uuml;hrer</em> Franz Ziereis (1905-1945).<sup data-footnote-id=""5jhik""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<p>Mauthausen was a camp of the toughest category. Due to the harsh regime and hard work in the quarries, mortality rates were extremely high. It was a combination of labour and extermination. The prisoners literally worked themselves to death. The diet was calculated to give a life expectancy of three to four months. Some 190,000 people were deported to Mauthausen, over 90,000 of whom died.<sup data-footnote-id=""u8buu""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<h1><strong>Melk</strong></h1>

<p>Melk camp was established as a concentration camp for male prisoners on <strong>21 April 1944</strong>. Melk was located in a former barracks, perched on the south-western edge of the town of Melk on the banks of the Danube. The camp commander was Julius Ludolph (1893-1947). The camp held an average of seven thousand prisoners of various nationalities. There were a striking number of young Jewish men under the age of 20 in Melk.<sup data-footnote-id=""pvtx7""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup></p>

<p>The prisoners had to work as forced labourers on a project code-named <em>Quarz</em>, which involved the prisoners building an underground factory in a mountain to produce machine parts for tanks and aircraft. Due to the increase in Allied air raids<strong> in late 1943</strong>, aircraft and weapons factories were moved to secret underground locations so that war production could continue.<sup data-footnote-id=""a1o37""><a href=""#footnote-6"" id=""footnote-marker-6-1"" rel=""footnote"">[6]</a></sup></p>

<p>With the arrival of the <strong>29 January 1945 </strong>transport from Mauthausen, Melk had 10,314 prisoners. Between <strong>January and April 1945,</strong> 3106 people died here due to illness, accidents, beatings, or being shot. In one year, about 5,000 of the approximately 15,000 prisoners in Melk camp died.<sup data-footnote-id=""2tvvf""><a href=""#footnote-7"" id=""footnote-marker-7-1"" rel=""footnote"">[7]</a></sup></p>

<h1><strong>Heavy forced labour </strong></h1>

<p>It was mainly the extremely hard forced labour to which many prisoners succumbed. In three shifts, the prisoners worked day and night drilling, excavating and shoring up the tunnel corridors, draining (quartz) sand, manufacturing the beams needed to shore up the tunnels, loading and unloading building materials and other construction work in the huge factory complex.<sup data-footnote-id=""u4b5c""><a href=""#footnote-8"" id=""footnote-marker-8-1"" rel=""footnote"">[8]</a></sup></p>

<p>The prisoners worked under the supervision of SS officers, <em>kapos </em>and civilian workers. Each day, the prisoners attended roll call before marching downhill out of the camp in blocks of five by five under the guard of SS officers. The prisoners were forced to march in a line arm-in-arm to prevent anyone from escaping. If any of them made an escape attempt, the whole row was shot.<sup data-footnote-id=""u4b5c""><a href=""#footnote-8"" id=""footnote-marker-8-2"" rel=""footnote"">[8]</a></sup></p>

<p>Medical care was non-existent in Melk. The sick prisoners were left to fend for themselves and in some cases gassed or shot.<sup data-footnote-id=""2p5p2""><a href=""#footnote-9"" id=""footnote-marker-9-1"" rel=""footnote"">[9]</a></sup></p>

<h1><strong>Evacuation</strong></h1>

<p>In early <strong>April 1945</strong>, as the Soviet army drew ever closer and was about to capture Vienna, Melk camp was evacuated in great haste. On <strong>11 April</strong> <strong>1945</strong>, the sick from the infirmary and the young men from the camp were sent back to Mauthausen by train. Peter van Pels was also among them.<sup data-footnote-id=""hy3iw""><a href=""#footnote-10"" id=""footnote-marker-10-1"" rel=""footnote"">[10]</a></sup></p>

<p>On <strong>5 May 1945</strong>, a reconnaissance unit of the US Third Army entered Mauthausen camp and Mauthausen was liberated. According to the Mauthausen death book, Peter van Pels died on <strong>10 May 1945</strong>.<sup data-footnote-id=""bnb6m""><a href=""#footnote-11"" id=""footnote-marker-11-1"" rel=""footnote"">[11]</a></sup></p>

<div style=""text-align:start"">
<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""u9q1l"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Bas von Benda-Beckmann <em>Na het Achterhuis. Anne Frank en de andere onderduikers in de kampen</em>,&nbsp;Amsterdam: Querido, 2020, p. 268, 276, 280-281.</cite></li>
	<li data-footnote-id=""yjpqz"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Zie:&nbsp;<a href=""https://de.wikipedia.org/wiki/KZ_Melk"">https://de.wikipedia.org/wiki/KZ_Melk</a> (geraadpleegd 28 november 2023).</cite></li>
	<li data-footnote-id=""5jhik"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Von Benda-Beckmann <em>Na het Achterhuis</em>, p. 275.</cite></li>
	<li data-footnote-id=""u8buu"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>Von Benda-Beckmann <em>Na het Achterhuis</em>, p. 274 en 276.</cite></li>
	<li data-footnote-id=""pvtx7"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>Von Benda-Beckmann <em>Na het Achterhuis</em>, p. 281.</cite></li>
	<li data-footnote-id=""a1o37"" id=""footnote-6""><sup><a href=""#footnote-marker-6-1"">^</a> </sup><cite>Von Benda-Beckmann <em>Na het Achterhuis</em>, p. 275-276, 280.</cite></li>
	<li data-footnote-id=""2tvvf"" id=""footnote-7""><sup><a href=""#footnote-marker-7-1"">^</a> </sup><cite>Von Benda-Beckmann <em>Na het Achterhuis</em>, p. 281.</cite></li>
	<li data-footnote-id=""u4b5c"" id=""footnote-8""><sup><a href=""#footnote-marker-8-1"">a</a>, <a href=""#footnote-marker-8-2"">b</a> </sup><cite>Von Benda-Beckmann <em>Na het Achterhuis</em>, p. 282-283.</cite></li>
	<li data-footnote-id=""2p5p2"" id=""footnote-9""><sup><a href=""#footnote-marker-9-1"">^</a> </sup><cite>Von Benda-Beckmann <em>Na het Achterhuis</em>, p. 284.</cite></li>
	<li data-footnote-id=""hy3iw"" id=""footnote-10""><sup><a href=""#footnote-marker-10-1"">^</a> </sup><cite>Von Benda-Beckmann <em>Na het Achterhuis</em>, p. 285.</cite></li>
	<li data-footnote-id=""bnb6m"" id=""footnote-11""><sup><a href=""#footnote-marker-11-1"">^</a> </sup><cite>Von Benda-Beckmann <em>Na het Achterhuis</em>, p. 286.</cite></li>
</ol>
</section>
</div>

<div>
<div>&nbsp;</div>
</div>",../images/unknown_place.png,Unknown Photo
100,52.34561,4.90114,Merwedeplein,"<p>As part of the construction of <em>Plan-Zuid</em>&nbsp;(South Plan), the Amsterdam city council took the decision on <strong>16 February 1927</strong> to name the square, bordered by Waalstraat, Jekerstraat and Roerstraat, Merwedeplein.<sup data-footnote-id=""qn221""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup>&nbsp;The square has become well known because of the home of Otto Frank and his family, located at number 37 II.<sup data-footnote-id=""ny54m""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup> They lived there from <strong>1933</strong> until they went into hiding in <strong>July 1942</strong>. But they were not the only Jewish families on this square and in this neighbourhood. In addition to the many Dutch Jewish families, many foreign Jews lived on this square, many of them German Jewish refugees.<sup data-footnote-id=""dgkmm""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup> The half-Jewish son of the famous German comedian Rudolf Nelson lived at number 23. And at number 59 II lived Michel Velleman with his family. Velleman, better known by the stage name Ben Ali Libi, was a Dutch magician and illusionist. The family of Anne Frank&#39;s friend Hanneli Goslar moved into an apartment on Merwedeplein in <strong>February 1933</strong> and Fritzi Markovitz, Otto Frank&#39;s second wife, also lived on Merwedeplein before the war with her&nbsp;then husband Erich Geiringer, son Heinz and daughter Eva.<sup data-footnote-id=""h9shf""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<p>Anne Frank referred to the square twice in her diary as &#39;the Merry&#39;.<sup data-footnote-id=""8sxpv""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup>&nbsp;Daily life in her old neighbourhood provided many memories. She missed&nbsp;the old life on Merwedeplein for all kinds of reasons, but also because of the comfort: she preferred central heating to smoky stoves.<sup data-footnote-id=""vve4f""><a href=""#footnote-6"" id=""footnote-marker-6-1"" rel=""footnote"">[6]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""qn221"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie: Wikipedia: <a href=""https://nl.wikipedia.org/wiki/Merwedeplein"" target=""_blank"">Merwedeplein</a>&nbsp; (geraadpleegd 19 november 2022).</cite></li>
	<li data-footnote-id=""ny54m"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Zie:&nbsp;Geerthe Schilder &amp; Annemarie de Wildt, <a href=""https://onsamsterdam.nl/artikelen/merwedeplein-37-ii"" target=""_blank"">&#39;Merwedeplein 37 II&#39;</a>, in: <em>Ons Amsterdam</em>, 05/04/2006.</cite></li>
	<li data-footnote-id=""dgkmm"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Harri&euml;t Salm, <a href=""https://www.trouw.nl/leven/wie-waren-de-buren-van-anne-frank-historica-rian-verhoeven-zocht-het-uit~b7862a42/"" target=""_blank"">&#39;Wie waren de buren van Anne Frank? Historica Rian Verhoeven zocht het uit&#39;</a>, in: <em>Trouw</em>, 28 november 2019; Hanneloes Pen, <a href=""https://www.parool.nl/ps/op-zoek-naar-de-buren-van-anne-frank~bf9d6dee/"" target=""_blank"">&#39;Op zoek naar de buren van Anne Frank&#39;</a>, Het Parool, 26/11/2019..</cite></li>
	<li data-footnote-id=""h9shf"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>Voor de lotgevalllen van een aantal bewoners van het Merwedeplein, zie Rian Verhoeven, <em>Anne Frank was niet alleen: het Merwedeplein, 1933-1945</em>, Amsterdam: Prometheus, 2019.</cite></li>
	<li data-footnote-id=""8sxpv"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>Anne Frank, Diary Version B,&nbsp; 8 November 1943 and 7 March 1944, in: <em>The Collected Works,</em>&nbsp;transl. from the Dutch by Susan Massotty, London [etc.]: Bloomsbury Continuum, 2019.</cite></li>
	<li data-footnote-id=""vve4f"" id=""footnote-6""><sup><a href=""#footnote-marker-6-1"">^</a> </sup><cite>Anne Frank, Diary Version A, 7 November 1942, in: <em>The Collected Works.</em></cite></li>
</ol>
</section>",https://research.annefrank.org/media/A_AFrank_III_055_132verkleind.jpg,Ansichtkaart van het Merwedeplein in jaren '30 die Anne in haar fotoalbum plakte. Rechts heeft ze met een streepje aangegeven waar ze woonde.
101,52.345664,4.901817,Merwedeplein 3,"<p>Ruth Offenstadt (9 September 1911 &ndash; 27 April&nbsp;2010) was married to Fritz Toby. Their daughter Hannah was born in <strong>1934</strong>. After their emigration to the Netherlands they divorced, and in <strong>1937</strong> Ruth went to live with Hannah on Merwedeplein.<sup data-footnote-id=""w4x8k""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> In Amsterdam she met Max Nussbaum, a young rabbi from Berlin. They married on <strong>7 July 1938</strong> in Amsterdam and moved to Berlin. They fled to the United States in <strong>1940</strong>.<sup data-footnote-id=""z9ifp""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""w4x8k"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie Rian Verhoeven, <em>Anne Frank was niet alleen: het Merwedeplein, 1933-1945</em>, Amsterdam: Prometheus, 2019, p. 75.</cite></li>
	<li data-footnote-id=""z9ifp"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Verhoeven, <em>Anne Frank was niet alleen,</em> p.304.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
102,52.345354,4.900997,Merwedeplein 33-hs,,,"Foto van Eva Goldberg, Sanne Ledermann en Anne Frank, Merwedeplein, Amsterdam, 1936"
103,52.345283,4.900967,"Merwedeplein 37-II, Amsterdam","<p>Anne first wrote in her diary, which she was given for her thirteenth birthday on <strong>12 June 1942</strong>, in the apartment. Three weeks later the family went into hiding.</p>

<p>The Ymere housing corporation bought the property in <strong>2004</strong>, and restored the building in its original 1930s style in partnership with the Anne Frank House,<sup data-footnote-id=""nd7jx""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> which became the owner of the Frank&rsquo;s family former home on Merwedeplein in <strong>2017</strong>.</p>

<p>Four&nbsp;<em>Stolpersteine</em>&nbsp;(stumbling stones) commemorate the stay of the Frank family at this&nbsp;address.<sup data-footnote-id=""vmdal""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup> The interior of the Frank&#39;s family former home can be seen in 3D via Google Arts &amp; Culture.<sup data-footnote-id=""w25lk""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""nd7jx"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie&nbsp;Piet de Rooy e.a.,&nbsp;<em>Het andere huis van Anne Frank: geschiedenis en toekomst van een schrijvershuis</em>,&nbsp;Bussum: Thoth, 2006</cite></li>
	<li data-footnote-id=""vmdal"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Zie&nbsp;<a href=""https://map.stolpersteine.app/nl/amsterdam/locaties/merwedeplein-37-ll-zuid"" target=""_blank"">https://map.stolpersteine.app/nl/amsterdam/locaties/merwedeplein-37-ll-zuid</a> (geraadpleegd 11 januari 2024).</cite></li>
	<li data-footnote-id=""w25lk"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Google Arts &amp; Culture, <a href=""https://artsandculture.google.com/story/NgVBtLmxVrkeKA"">Anne Frank&#39;s family home</a> (geraadpleegd 24 januari 2024).</cite></li>
</ol>
</section>",,"Anne Frank kijkt uit het raam van Merwedeplein 37-II, Amsterdam, 22 juli 1941"
165,52.077331,4.265701,Metz family home in The Hague,,../images/unknown_place.png,Unknown Photo
47,52.363913,4.89023,Municipal Air Raid Precaution Service,"<p><strong>Address</strong>: Since <strong>1939</strong>&nbsp;established at Keizersgracht 609-611, Amsterdam.<sup data-footnote-id=""78eyx""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<p>This municipal service was established in <strong>1937</strong>. Its&nbsp;task was to limit the number of victims in the event of an air raid as much as possible by making preparations - such as raising alarms, ordering blackouts out and setting up air raid shelters - to provide assistance to those affected and to limit material damage.<sup data-footnote-id=""u0zwi""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup></p>

<p>On <strong>16 May 1940</strong>, the German authorities announced that the initial suspension of air protection had been lifted. Blackouts and unwanted light emissions were strictly monitored.<sup data-footnote-id=""yyfj8""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup> In <strong>June 1940</strong>, mayor De Vlugt once again emphasized the great importance of adequate blackouts. The police and the Air Protection Service both had a role in monitoring this.<sup data-footnote-id=""lkk1s""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<p>Jacques Presser writes in <em>Ondergang</em> that&nbsp;on <strong>1 July&nbsp;1940</strong> <em>General-Major der Ordnungspolizei</em> Schumann ordered that (among other things) all Jews should be expelled from the Air Defense before the fifteenth. The reason was that members of the Air Raid Service alledgedly had incited demonstrations on Prince Bernhard&#39;s birthday.<sup data-footnote-id=""elofl""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup></p>

<p>Police and Air Raid Wardens could take action if light was emitted during blackout hours. This happened at Prinsengracht 263 on <strong>4 March&nbsp;1941</strong>, when two police officers forced the door open in the evening to turn off a lamp that was still alight.<sup data-footnote-id=""e0nru""><a href=""#footnote-6"" id=""footnote-marker-6-1"" rel=""footnote"">[6]</a></sup></p>

<p>In <strong>January 1942</strong>, a German regulation was introduced that tightened air raid precaution measures. Acting in violation of regulations (for example concerning blackouts) could be punished with detention or a fine.<sup data-footnote-id=""cntt6""><a href=""#footnote-7"" id=""footnote-marker-7-1"" rel=""footnote"">[7]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""78eyx"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite><em>Algemeen Handelsblad</em>, 10 september 1939, ochtendeditie; Bianca Stigter, <em>Atlas van een bezette stad: Amsterdam 1940-1945</em>, Amsterdam: Atlas Contact, 2019, p. 177.</cite></li>
	<li data-footnote-id=""u0zwi"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Stadsarchief Amsterdam (SAA), toegangsnr. 5227, Archief van de Luchtbeschermingsdienst: Inleiding op de inventaris van het archief van de Luchtbeschermingsdienst, versie 21.1, 30 mei 2012.</cite></li>
	<li data-footnote-id=""yyfj8"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>ʼGeen zichtbaar licht!&lsquo;, <em>Nieuws van den Dag</em>, 16 mei 1940.</cite></li>
	<li data-footnote-id=""lkk1s"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>ʼVerduistering moet afdoende zijn&lsquo;, <em>Algemeen Handelsblad</em>, 12 juni 1940, ochtendeditie.</cite></li>
	<li data-footnote-id=""elofl"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>J. Presser, <em>Ondergang. De vervolging en verdelging van het Nederlandse Jodendom, 1940-1945</em>, &#39;s-Gravenhage: Staatsuitgeverij, 1965, deel I, p. 18-19.</cite></li>
	<li data-footnote-id=""e0nru"" id=""footnote-6""><sup><a href=""#footnote-marker-6-1"">^</a> </sup><cite>SAA, Gemeentepolitie Amsterdam, inv. nr. 6439: Rapporten Marnixstraat, 4 maart 1941, mut. 10.00 n.m.</cite></li>
	<li data-footnote-id=""cntt6"" id=""footnote-7""><sup><a href=""#footnote-marker-7-1"">^</a> </sup><cite>ʼLuchtbeschermingsverordening&lsquo;, <em>Verordeningenblad voor het bezette Nederlandsche gebied</em> 1942, p. 57-67, aldaar p. 65; Anne Frank, Diary Version B, 25 March 1943, in: <em>The Collected Works,&nbsp;</em>transl. from the Dutch by Susan Massotty, London [etc.]: Bloomsbury Continuum, 2019.</cite></li>
</ol>
</section>",https://research.annefrank.org/media/OSIM00002005565.PNG,"Keizersgracht 611, met de Luchtbeschermingsdienst in het sousterrain."
48,52.352105,4.876379,Municipal Lyceum for Girls,"<p>The building now houses the&nbsp;Joke Smit College for adult education.<sup data-footnote-id=""p6fjc""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""p6fjc"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Eva Bleeker,&nbsp;<a href=""https://onh.nl/verhaal/het-gemeentelijk-lyceum-voor-meisjes"">Het Gemeentelijk Lyceum voor Meisjes</a>, Oneindig Noord-Holland (geraadpleegd 28 november 2023).</cite></li>
</ol>
</section>",https://research.annefrank.org/media/010012001054.jpg,"Gemeentelijk Lyceum voor Meisjes, Reijnier Vinkeleskade 62, Amsterdam"
105,52.3684,4.86183,Nederlandse Pectine Industrie,"<p><strong>Addresses:&nbsp;</strong>Rotterdam (1932), Singel 157, Amsterdam (April 1933); Chass&eacute;straat 30 (January 1934); Karel van Gelderlaan 20, Oosterbeek (3 January 1936).<sup data-footnote-id=""eyuve""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<p>Founded in Rotterdam in <strong>1932 </strong>, the company was engaged in the manufacture and sale of pectin and related items. Its product&#39;s name was &#39;Pen-Jel&#39;, and the manufacturer competed with Opekta by, among other things, advertising a boiling time of eight minutes ,<sup data-footnote-id=""fc0w7""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup>. whereas Opekta required 10 minutes.<sup data-footnote-id=""6v3ex""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup> In <strong>1939</strong>, due to the disappointing fruit harvest, Opekta and Pen-Jel agreed to maintain prices and not give away gifts.<sup data-footnote-id=""pgbvd""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<p>The Nederlandsche Pectine Industrie did business with Sangostop.<sup data-footnote-id=""0vcxx""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup></p>

<p>The trade&nbsp; information agency Van der Graaf had doubts about the business integrity of its director in <strong>1936</strong>, but a year later the agency was more positive.<sup data-footnote-id=""73tew""><a href=""#footnote-6"" id=""footnote-marker-6-1"" rel=""footnote"">[6]</a></sup></p>

<p>In <strong>1950</strong>, the company was still located at the address in Oosterbeek, which also housed the &#39;Ned. Malt Prod. Ind.&#39; <sup data-footnote-id=""ckh72""><a href=""#footnote-7"" id=""footnote-marker-7-1"" rel=""footnote"">[7]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""eyuve"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Noord-Hollands Archief, Haarlem, Handelsregister, Kamer van Koophandel Amsterdam, inv. nr. 630, dossier 43299. &nbsp;&nbsp;</cite></li>
	<li data-footnote-id=""fc0w7"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Advertentie,&nbsp;<em>Nieuwsblad van het Noorden</em>, 10 juli 1935</cite></li>
	<li data-footnote-id=""6v3ex"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Advertentie (&lsquo;Surpriseweek&rsquo;), <em>De Telegraaf</em>, 27 juni 1936.</cite></li>
	<li data-footnote-id=""pgbvd"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>Anne Frank Stichting, Anne Frank Collectie, reg. code A_Opekta_I_004: &#39;Bericht over het boekjaar 1939&#39;.</cite></li>
	<li data-footnote-id=""0vcxx"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>Stadsarchief Delft, Nederlandse Gist- &amp; Spiritusfabriek (NG&amp;SF) (toegang 188), inv. nr. 4683: kasboek Sangostop 1934 - 1935, post 295. &nbsp;</cite></li>
	<li data-footnote-id=""73tew"" id=""footnote-6""><sup><a href=""#footnote-marker-6-1"">^</a> </sup><cite>NIOD Instituut voor Oorlogs-, Holocaust- en Genocidestudies, Amsterdam, inv. nr. 292, N.V. Nederlandsche Opekta Maatschappij: Rapport over Pen-Jel.</cite></li>
	<li data-footnote-id=""ckh72"" id=""footnote-7""><sup><a href=""#footnote-marker-7-1"">^</a> </sup><cite><em>Telefoongids </em>1950.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
106,51.924622,4.456018,"Nenijto Hall B, Rotterdam",,https://research.annefrank.org/media/NL-RtSA_4029_PBK-2004-380-01.jpg,"Nenijto, Rotterdam"
